OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21HI,Hawaii Department of Health Clean Water Branch,21HI-001213,Keauhou Bay,BEACH Program Site-Ocean,,20010000,,,,,19.5619,-155.961578,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001215,Magic Sands,BEACH Program Site-Ocean,,,,,,,19.594567,-155.972128,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001216,Mahukona Landing,BEACH Program Site-Ocean,,,,,,,20.183756,-155.900764,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001222,Puako Middle of Lot,BEACH Program Site-Ocean,,,,,,,19.968667,-155.845681,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001225,Spencer Beach Park at Ohaiula Beach,BEACH Program Site-Ocean,,20010000,,,,,20.024028,-155.822797,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001231,KEAUHOU BAY  (EMBAYMENT),Ocean,"THIS STATION WAS ACTIVATED IN AUGUST, 1980 FOR THE COLLECTION      
OF BASELINE INTENSIVE SURVEY DATA.  KEAUHOU BAY IS A SMALL BAY WITH     
HEAVY BOATING TRAFFIC UTILIZING THE KEAUHOU BOAT HARBOR LOCATED IN      
THE BAY.  THERE ARE NUMEROUS HOMES AND A HOTEL SITUATED ON THE          
SOUTHERN SHORE OF THE BAY.  THE SAMPLING STATION IS IN THE CENTER       
OF THE BOAT CHANNEL IN APPROXIMATELY 30 FEET OF WATER.                  









MIGRATED FROM LEGACY STORET AGENCY CODE (21HI    ) ON 07-DEC-99
MAJOR BASIN NAME: HAWAII                  
BASIN CODE: 170100
MINOR BASIN NAME: HAWAII  KONA  KEAUHOU",,,,,,19.5644444,-155.9677778,,,,Unknown,UNKWN,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001234,KEAHOLE POINT  (OCEANIC),Ocean,"ACTIVATION DATE FOR THIS STATION IS JANUARY, 1983.  THIS STATION   
IS LOCATED APPROXIMATELY 1/4 MILE OFFSHORE FROM KEAHOLE POINT.          
KEAHOLE AIRPORT AND AN OTEC DEEP WATER PUMPING FACILITY ARE LOCATED     
ONSHORE.  WATER COLUMN SAMPLING IS PERFORMED AND ANALYZED FOR           
PHYSICAL AND CHEMICAL PARAMETERS.                                       










MIGRATED FROM LEGACY STORET AGENCY CODE (21HI    ) ON 07-DEC-99
MAJOR BASIN NAME: HAWAII                  
BASIN CODE: 170100
MINOR BASIN NAME: HAWAII  KONA  KEAHOLE",,,,,,19.7302778,-156.065,,,,Unknown,UNKWN,,,,,,,US,15,1,,,,,,,,,,STORET
EMAP_CS,Environmental Monitoring and Assessment Program,EMAP_CS-HI02-0036,Keawanui Bay,Estuary,Station area=0.55;Strata=HI00-001,20010000,,,,,20.11722,-155.88722,,,,GPS Code (Pseudo Range) Differential,NAD83,0,ft,,,,Unknown,US,15,1,,,,,,,,,,STORET
EMAP_CS,Environmental Monitoring and Assessment Program,EMAP_CS-HI02-0038,Kawaihae Bay,Estuary,Station area=6.78;Strata=HI00-004,20010000,,,,,20.01722,-155.83972,,,,GPS Code (Pseudo Range) Differential,NAD83,0,ft,,,,Unknown,US,15,1,,,,,,,,,,STORET
EMAP_CS,Environmental Monitoring and Assessment Program,EMAP_CS-HI02-0039,Kawaihae Bay,Estuary,Station area=6.78;Strata=HI00-004,20010000,,,,,19.98195,-155.845,,,,GPS Code (Pseudo Range) Differential,NAD83,0,ft,,,,Unknown,US,15,1,,,,,,,,,,STORET
EMAP_CS,Environmental Monitoring and Assessment Program,EMAP_CS-HI02-0040,Kawaihae Bay,Estuary,Station area=6.78;Strata=HI00-004,20010000,,,,,19.97639,-155.83806,,,,GPS Code (Pseudo Range) Differential,NAD83,0,ft,,,,Unknown,US,15,1,,,,,,,,,,STORET
EMAP_CS,Environmental Monitoring and Assessment Program,EMAP_CS-HI02-0041,Makaiwa Bay,Estuary,Station area=0.55;Strata=HI00-001,20010000,,,,,19.94333,-155.87,,,,GPS Code (Pseudo Range) Differential,NAD83,0,ft,,,,Unknown,US,15,1,,,,,,,,,,STORET
EMAP_CS,Environmental Monitoring and Assessment Program,EMAP_CS-HI02-0042,Anaehoomalu Bay,Estuary,Station area=2.55;Strata=HI00-002,20010000,,,,,19.91361,-155.89139,,,,GPS Code (Pseudo Range) Differential,NAD83,0,ft,,,,Unknown,US,15,1,,,,,,,,,,STORET
EMAP_CS,Environmental Monitoring and Assessment Program,EMAP_CS-HI02-0043,Kua Bay,Estuary,Station area=2.55;Strata=HI00-002,20010000,,,,,19.81139,-156.00722,,,,GPS Code (Pseudo Range) Differential,NAD83,0,ft,,,,Unknown,US,15,1,,,,,,,,,,STORET
EMAP_CS,Environmental Monitoring and Assessment Program,EMAP_CS-HI02-0044,Pohakumanu Bay,Estuary,Station area=2.55;Strata=HI00-002,20010000,,,,,19.8725,-155.10333,,,,GPS Code (Pseudo Range) Differential,NAD83,0,ft,,,,Unknown,US,15,1,,,,,,,,,,STORET
EMAP_CS,Environmental Monitoring and Assessment Program,EMAP_CS-HI02-0045,Hilo Bay,Estuary,Station area=6.78;Strata=HI00-004,20010000,,,,,19.77222,-155.08362,,,,GPS Code (Pseudo Range) Differential,NAD83,0,ft,,,,Unknown,US,15,1,,,,,,,,,,STORET
EMAP_CS,Environmental Monitoring and Assessment Program,EMAP_CS-HI02-0046,Hilo Bay,Estuary,Station area=6.78;Strata=HI00-004,20010000,,,,,19.75639,-155.09056,,,,GPS Code (Pseudo Range) Differential,NAD83,0,ft,,,,Unknown,US,15,1,,,,,,,,,,STORET
EMAP_CS,Environmental Monitoring and Assessment Program,EMAP_CS-HI02-0047,Hilo Bay,Estuary,Station area=6.78;Strata=HI00-004,20010000,,,,,19.75028,-155.07195,,,,GPS Code (Pseudo Range) Differential,NAD83,0,ft,,,,Unknown,US,15,1,,,,,,,,,,STORET
EMAP_CS,Environmental Monitoring and Assessment Program,EMAP_CS-HI02-0048,Wailuku River,Estuary,Station area=0.55;Strata=HI00-001,20010000,,,,,19.72333,-155.09833,,,,GPS Code (Pseudo Range) Differential,NAD83,0,ft,,,,Unknown,US,15,1,,,,,,,,,,STORET
EMAP_CS,Environmental Monitoring and Assessment Program,EMAP_CS-HI02-0049,Hilo Bay,Estuary,Station area=6.78;Strata=HI00-004,20010000,,,,,19.735,-155.07944,,,,GPS Code (Pseudo Range) Differential,NAD83,0,ft,,,,Unknown,US,15,1,,,,,,,,,,STORET
EMAP_CS,Environmental Monitoring and Assessment Program,EMAP_CS-HI02-0050,Reeds Bay,Estuary,Station area=0.55;Strata=HI00-001,20010000,,,,,19.7275,-155.06195,,,,GPS Code (Pseudo Range) Differential,NAD83,0,ft,,,,Unknown,US,15,1,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-HI02-0036,Keawanui Bay,Estuary,"FRAME_SQ_K=""5.16848"";Sampling-group=""HIREG9"";EST_SQ_K=""0.0745"";STRATA_ID=""HI00-001"";SQKilometers=""0.55"";Note=""See NCCA publications for description of fields stored in this comment field.""",,,,,,20.11722,-155.88722,,100,m,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-HI02-0038,Kawaihae Bay,Estuary,"FRAME_SQ_K=""120.848332"";Sampling-group=""HIREG9"";EST_SQ_K=""18.7375"";STRATA_ID=""HI00-004"";SQKilometers=""6.78"";Note=""See NCCA publications for description of fields stored in this comment field.""",,,,,,20.01722,-155.83972,,100,m,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-HI02-0039,Kawaihae Bay,Estuary,"FRAME_SQ_K=""120.848332"";Sampling-group=""HIREG9"";EST_SQ_K=""18.7375"";STRATA_ID=""HI00-004"";SQKilometers=""6.78"";Note=""See NCCA publications for description of fields stored in this comment field.""",,,,,,19.98195,-155.845,,100,m,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-HI02-0040,Kawaihae Bay,Estuary,"FRAME_SQ_K=""120.848332"";Sampling-group=""HIREG9"";EST_SQ_K=""18.7375"";STRATA_ID=""HI00-004"";SQKilometers=""6.78"";Note=""See NCCA publications for description of fields stored in this comment field.""",,,,,,19.97639,-155.83806,,100,m,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-HI02-0041,Makaiwa Bay,Estuary,"FRAME_SQ_K=""5.16848"";Sampling-group=""HIREG9"";EST_SQ_K=""0.0547"";STRATA_ID=""HI00-001"";SQKilometers=""0.55"";Note=""See NCCA publications for description of fields stored in this comment field.""",,,,,,19.94333,-155.87,,100,m,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-HI02-0042,Anaehoomalu Bay,Estuary,"FRAME_SQ_K=""26.160338"";Sampling-group=""HIREG9"";EST_SQ_K=""0.5698"";STRATA_ID=""HI00-002"";SQKilometers=""2.5"";Note=""See NCCA publications for description of fields stored in this comment field.""",,,,,,19.91361,-155.89139,,100,m,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-HI02-0043,Kua Bay,Estuary,"FRAME_SQ_K=""26.160338"";Sampling-group=""HIREG9"";EST_SQ_K=""0.1066"";STRATA_ID=""HI00-002"";SQKilometers=""2.5"";Note=""See NCCA publications for description of fields stored in this comment field.""",,,,,,19.81139,-156.00722,,100,m,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-HI02-0044,Pohakumanu Bay,Estuary,"FRAME_SQ_K=""26.160338"";Sampling-group=""HIREG9"";EST_SQ_K=""0.4219"";STRATA_ID=""HI00-002"";SQKilometers=""2.5"";Note=""See NCCA publications for description of fields stored in this comment field.""",,,,,,19.8725,-155.10333,,100,m,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-HI02-0045,Hilo Bay,Estuary,"FRAME_SQ_K=""120.848332"";Sampling-group=""HIREG9"";EST_SQ_K=""17.8422"";STRATA_ID=""HI00-004"";SQKilometers=""6.78"";Note=""See NCCA publications for description of fields stored in this comment field.""",,,,,,19.77222,-155.08362,,100,m,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-HI02-0046,Hilo Bay,Estuary,"FRAME_SQ_K=""120.848332"";Sampling-group=""HIREG9"";EST_SQ_K=""17.8422"";STRATA_ID=""HI00-004"";SQKilometers=""6.78"";Note=""See NCCA publications for description of fields stored in this comment field.""",,,,,,19.75639,-155.09056,,100,m,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-HI02-0047,Hilo Bay,Estuary,"FRAME_SQ_K=""120.848332"";Sampling-group=""HIREG9"";EST_SQ_K=""17.8422"";STRATA_ID=""HI00-004"";SQKilometers=""6.78"";Note=""See NCCA publications for description of fields stored in this comment field.""",,,,,,19.75028,-155.07195,,100,m,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-HI02-0048,Wailuku River,River/Stream,"FRAME_SQ_K=""5.16848"";Sampling-group=""HIREG9"";EST_SQ_K=""0.0915"";STRATA_ID=""HI00-001"";SQKilometers=""0.55"";Note=""See NCCA publications for description of fields stored in this comment field.""",20010000,,,,,19.72333,-155.09833,,100,m,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-HI02-0049,Hilo Bay,Estuary,"FRAME_SQ_K=""120.848332"";Sampling-group=""HIREG9"";EST_SQ_K=""17.8422"";STRATA_ID=""HI00-004"";SQKilometers=""6.78"";Note=""See NCCA publications for description of fields stored in this comment field.""",,,,,,19.735,-155.07944,,100,m,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-HI02-0050,Reeds Bay,Estuary,"FRAME_SQ_K=""5.16848"";Sampling-group=""HIREG9"";EST_SQ_K=""0.0867"";STRATA_ID=""HI00-001"";SQKilometers=""0.55"";Note=""See NCCA publications for description of fields stored in this comment field.""",,,,,,19.7275,-155.06195,,100,m,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
