ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,MonitoringLocationIdentifier,SampleCollectionMethod/MethodName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultAnalyticalMethod/MethodName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,MonitoringLocationName,MonitoringLocationTypeName,HUCEightDigitCode,LatitudeMeasure,LongitudeMeasure,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName
Sediment,NA,6/5/2002,NARS_WQX-HI02-0045,NCA Standard Sediment Sample for multiple analysis,NA,Copper,Total,50.1,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.77222,-155.08362,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0046,NCA Standard Sediment Sample for multiple analysis,NA,Organic carbon,Total,0.2,%,NA,-99,%,Hilo Bay,Estuary,NA,19.75639,-155.09056,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0049,NCA Standard Sediment Sample for multiple analysis,NA,Hexachlorobenzene,Total,1.47,ng/g,NA,1.02,ng/g,Hilo Bay,Estuary,NA,19.735,-155.07944,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0045,NCA Standard Sediment Sample for multiple analysis,NA,Lead,Total,1.5,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.77222,-155.08362,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/6/2002,NARS_WQX-HI02-0044,NCA Standard Sediment Sample for multiple analysis,NA,Organic carbon,Total,0.72,%,NA,-99,%,Pohakumanu Bay,Estuary,NA,19.8725,-155.10333,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/6/2002,NARS_WQX-HI02-0044,NCA Standard Sediment Sample for multiple analysis,NA,Chromium,Total,358,ug/g,NA,NULL,ug/g,Pohakumanu Bay,Estuary,NA,19.8725,-155.10333,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/8/2002,NARS_WQX-HI02-0041,NCA Standard Sediment Sample for multiple analysis,NA,Copper,Total,7.9,ug/g,NA,NULL,ug/g,Makaiwa Bay,Estuary,NA,19.94333,-155.87,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,Tin,Total,1,ug/g,NA,NULL,ug/g,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0049,NCA Standard Sediment Sample for multiple analysis,NA,cis-Chlordane,Total,1.3,ng/g,NA,1.02,ng/g,Hilo Bay,Estuary,NA,19.735,-155.07944,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,Manganese,Total,850,ug/g,NA,NULL,ug/g,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/6/2002,NARS_WQX-HI02-0044,NCA Standard Sediment Sample for multiple analysis,NA,Tin,Total,5.5,ug/g,NA,NULL,ug/g,Pohakumanu Bay,Estuary,NA,19.8725,-155.10333,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/8/2002,NARS_WQX-HI02-0042,NCA Standard Sediment Sample for multiple analysis,NA,"2,2',3,4,4',5'-Hexachlorobiphenyl",NA,1.48,ng/g,NA,0.7,ng/g,Anaehoomalu Bay,Estuary,NA,19.91361,-155.89139,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,"p,p'-DDT",Total,1.16,ng/g,NA,0.69,ng/g,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/8/2002,NARS_WQX-HI02-0043,NCA Standard Sediment Sample for multiple analysis,NA,Manganese,Total,48.2,ug/g,NA,NULL,ug/g,Kua Bay,Estuary,NA,19.81139,-156.00722,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,Copper,Total,52,ug/g,NA,NULL,ug/g,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/7/2002,NARS_WQX-HI02-0038,NCA Standard Sediment Sample for multiple analysis,NA,Manganese,Total,34.2,ug/g,NA,NULL,ug/g,Kawaihae Bay,Estuary,NA,20.01722,-155.83972,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0050,NCA Standard Sediment Sample for multiple analysis,NA,Lead,Total,2,ug/g,NA,NULL,ug/g,Reeds Bay,Estuary,NA,19.7275,-155.06195,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,Tin,Total,2.2,ug/g,NA,NULL,ug/g,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,Iron,Total,80600,ug/g,NA,NULL,ug/g,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/8/2002,NARS_WQX-HI02-0042,NCA Standard Sediment Sample for multiple analysis,NA,Nickel,Total,131,ug/g,NA,NULL,ug/g,Anaehoomalu Bay,Estuary,NA,19.91361,-155.89139,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0050,NCA Standard Sediment Sample for multiple analysis,NA,Copper,Total,8.9,ug/g,NA,NULL,ug/g,Reeds Bay,Estuary,NA,19.7275,-155.06195,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0049,NCA Standard Sediment Sample for multiple analysis,NA,Silver,Total,0.55,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.735,-155.07944,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0045,NCA Standard Sediment Sample for multiple analysis,NA,Silver,Total,0.22,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.77222,-155.08362,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0047,NCA Standard Sediment Sample for multiple analysis,NA,Iron,Total,3240,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.75028,-155.07195,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0046,NCA Standard Sediment Sample for multiple analysis,NA,cis-Chlordane,Total,0.7,ng/g,NA,0.6,ng/g,Hilo Bay,Estuary,NA,19.75639,-155.09056,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/8/2002,NARS_WQX-HI02-0039,NCA Standard Sediment Sample for multiple analysis,NA,p-Terphenyl-d14,NA,76,%,NA,NULL,%,Kawaihae Bay,Estuary,NA,19.98195,-155.845,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0050,NCA Standard Sediment Sample for multiple analysis,NA,cis-Chlordane,Total,0.78,ng/g,NA,0.72,ng/g,Reeds Bay,Estuary,NA,19.7275,-155.06195,NAD83,NA,NA,NA,NA,NA,NA
Biological,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Invert Sample,NA,Toxicity sediment survival,NA,95,%,NCA Invertebrate Sediment Toxicity Analysis Method,NA,NA,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/7/2002,NARS_WQX-HI02-0038,NCA Standard Sediment Sample for multiple analysis,NA,p-Terphenyl-d14,NA,64,%,NA,NULL,%,Kawaihae Bay,Estuary,NA,20.01722,-155.83972,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,Zinc,Total,85.9,ug/g,NA,NULL,ug/g,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0047,NCA Standard Sediment Sample for multiple analysis,NA,Manganese,Total,139,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.75028,-155.07195,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/8/2002,NARS_WQX-HI02-0042,NCA Standard Sediment Sample for multiple analysis,NA,Chromium,Total,57.5,ug/g,NA,NULL,ug/g,Anaehoomalu Bay,Estuary,NA,19.91361,-155.89139,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/7/2002,NARS_WQX-HI02-0038,NCA Standard Sediment Sample for multiple analysis,NA,Organic carbon,Total,0.16,%,NA,-99,%,Kawaihae Bay,Estuary,NA,20.01722,-155.83972,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,p-Terphenyl-d14,NA,70,%,NA,NULL,%,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0049,NCA Standard Sediment Sample for multiple analysis,NA,Iron,Total,96200,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.735,-155.07944,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/6/2002,NARS_WQX-HI02-0044,NCA Standard Sediment Sample for multiple analysis,NA,Silver,Total,0.5,ug/g,NA,NULL,ug/g,Pohakumanu Bay,Estuary,NA,19.8725,-155.10333,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0045,NCA Standard Sediment Sample for multiple analysis,NA,p-Terphenyl-d14,NA,62,%,NA,NULL,%,Hilo Bay,Estuary,NA,19.77222,-155.08362,NAD83,NA,NA,NA,NA,NA,NA
Biological,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Invert Sample,NA,Toxicity sediment survival,NA,95,%,NCA Invertebrate Sediment Toxicity Analysis Method,NA,NA,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0050,NCA Standard Sediment Sample for multiple analysis,NA,Nickel,Total,1.8,ug/g,NA,NULL,ug/g,Reeds Bay,Estuary,NA,19.7275,-155.06195,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,Lead,Total,5.1,ug/g,NA,NULL,ug/g,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/8/2002,NARS_WQX-HI02-0039,NCA Standard Sediment Sample for multiple analysis,NA,Iron,Total,6610,ug/g,NA,NULL,ug/g,Kawaihae Bay,Estuary,NA,19.98195,-155.845,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0047,NCA Standard Sediment Sample for multiple analysis,NA,Chromium,Total,18.6,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.75028,-155.07195,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0047,NCA Standard Sediment Sample for multiple analysis,NA,p-Terphenyl-d14,NA,60,%,NA,NULL,%,Hilo Bay,Estuary,NA,19.75028,-155.07195,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0047,NCA Standard Sediment Sample for multiple analysis,NA,Lead,Total,1.3,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.75028,-155.07195,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0049,NCA Standard Sediment Sample for multiple analysis,NA,Tin,Total,1.8,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.735,-155.07944,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,Chromium,Total,358,ug/g,NA,NULL,ug/g,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/7/2002,NARS_WQX-HI02-0040,NCA Standard Sediment Sample for multiple analysis,NA,Manganese,Total,41.4,ug/g,NA,NULL,ug/g,Kawaihae Bay,Estuary,NA,19.97639,-155.83806,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0045,NCA Standard Sediment Sample for multiple analysis,NA,Zinc,Total,88.8,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.77222,-155.08362,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/8/2002,NARS_WQX-HI02-0042,NCA Standard Sediment Sample for multiple analysis,NA,Zinc,Total,23.9,ug/g,NA,NULL,ug/g,Anaehoomalu Bay,Estuary,NA,19.91361,-155.89139,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/6/2002,NARS_WQX-HI02-0044,NCA Standard Sediment Sample for multiple analysis,NA,Lead,Total,18.7,ug/g,NA,NULL,ug/g,Pohakumanu Bay,Estuary,NA,19.8725,-155.10333,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/7/2002,NARS_WQX-HI02-0036,NCA Standard Sediment Sample for multiple analysis,NA,Manganese,Total,45.5,ug/g,NA,NULL,ug/g,Keawanui Bay,Estuary,NA,20.11722,-155.88722,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,Copper,Total,48.2,ug/g,NA,NULL,ug/g,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0045,NCA Standard Sediment Sample for multiple analysis,NA,p-Terphenyl-d14,NA,64,%,NA,NULL,%,Hilo Bay,Estuary,NA,19.77222,-155.08362,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0046,NCA Standard Sediment Sample for multiple analysis,NA,Tin,Total,0.7,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.75639,-155.09056,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/8/2002,NARS_WQX-HI02-0041,NCA Standard Sediment Sample for multiple analysis,NA,p-Terphenyl-d14,NA,76,%,NA,NULL,%,Makaiwa Bay,Estuary,NA,19.94333,-155.87,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0050,NCA Standard Sediment Sample for multiple analysis,NA,Aluminum,Total,2570,ug/g,NA,NULL,ug/g,Reeds Bay,Estuary,NA,19.7275,-155.06195,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0045,NCA Standard Sediment Sample for multiple analysis,NA,Organic carbon,Total,0.17,%,NA,-99,%,Hilo Bay,Estuary,NA,19.77222,-155.08362,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0045,NCA Standard Sediment Sample for multiple analysis,NA,Tin,Total,0.7,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.77222,-155.08362,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,Mercury,Total,0.06,ug/g,NA,NULL,ug/g,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/7/2002,NARS_WQX-HI02-0040,NCA Standard Sediment Sample for multiple analysis,NA,p-Terphenyl-d14,NA,74,%,NA,NULL,%,Kawaihae Bay,Estuary,NA,19.97639,-155.83806,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0047,NCA Standard Sediment Sample for multiple analysis,NA,Iron,Total,4040,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.75028,-155.07195,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,Organic carbon,Total,0.62,%,NA,-99,%,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0045,NCA Standard Sediment Sample for multiple analysis,NA,Zinc,Total,68.3,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.77222,-155.08362,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/7/2002,NARS_WQX-HI02-0038,NCA Standard Sediment Sample for multiple analysis,NA,Manganese,Total,32.4,ug/g,NA,NULL,ug/g,Kawaihae Bay,Estuary,NA,20.01722,-155.83972,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/6/2002,NARS_WQX-HI02-0044,NCA Standard Sediment Sample for multiple analysis,NA,Aluminum,Total,43800,ug/g,NA,NULL,ug/g,Pohakumanu Bay,Estuary,NA,19.8725,-155.10333,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0045,NCA Standard Sediment Sample for multiple analysis,NA,Organic carbon,Total,0.2,%,NA,-99,%,Hilo Bay,Estuary,NA,19.77222,-155.08362,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/7/2002,NARS_WQX-HI02-0040,NCA Standard Sediment Sample for multiple analysis,NA,Organic carbon,Total,0.15,%,NA,-99,%,Kawaihae Bay,Estuary,NA,19.97639,-155.83806,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/7/2002,NARS_WQX-HI02-0038,NCA Standard Sediment Sample for multiple analysis,NA,"p,p'-DDT",Total,1.05,ng/g,NA,0.81,ng/g,Kawaihae Bay,Estuary,NA,20.01722,-155.83972,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0046,NCA Standard Sediment Sample for multiple analysis,NA,Manganese,Total,943,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.75639,-155.09056,NAD83,NA,NA,NA,NA,NA,NA
Biological,NA,6/5/2002,NARS_WQX-HI02-0049,NCA Standard Invert Sample,NA,Toxicity sediment survival,NA,30,%,NCA Invertebrate Sediment Toxicity Analysis Method,NA,NA,Hilo Bay,Estuary,NA,19.735,-155.07944,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/8/2002,NARS_WQX-HI02-0043,NCA Standard Sediment Sample for multiple analysis,NA,p-Terphenyl-d14,NA,66,%,NA,NULL,%,Kua Bay,Estuary,NA,19.81139,-156.00722,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/8/2002,NARS_WQX-HI02-0039,NCA Standard Sediment Sample for multiple analysis,NA,Organic carbon,Total,0.34,%,NA,-99,%,Kawaihae Bay,Estuary,NA,19.98195,-155.845,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,Pyrene,Total,20,ng/g,NA,10,ng/g,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/7/2002,NARS_WQX-HI02-0040,NCA Standard Sediment Sample for multiple analysis,NA,Chromium,Total,10.8,ug/g,NA,NULL,ug/g,Kawaihae Bay,Estuary,NA,19.97639,-155.83806,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/8/2002,NARS_WQX-HI02-0041,NCA Standard Sediment Sample for multiple analysis,NA,Zinc,Total,17.5,ug/g,NA,NULL,ug/g,Makaiwa Bay,Estuary,NA,19.94333,-155.87,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/8/2002,NARS_WQX-HI02-0042,NCA Standard Sediment Sample for multiple analysis,NA,p-Terphenyl-d14,NA,64,%,NA,NULL,%,Anaehoomalu Bay,Estuary,NA,19.91361,-155.89139,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/6/2002,NARS_WQX-HI02-0044,NCA Standard Sediment Sample for multiple analysis,NA,Mercury,Total,0.08,ug/g,NA,NULL,ug/g,Pohakumanu Bay,Estuary,NA,19.8725,-155.10333,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/7/2002,NARS_WQX-HI02-0038,NCA Standard Sediment Sample for multiple analysis,NA,p-Terphenyl-d14,NA,82,%,NA,NULL,%,Kawaihae Bay,Estuary,NA,20.01722,-155.83972,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0046,NCA Standard Sediment Sample for multiple analysis,NA,Copper,Total,48.7,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.75639,-155.09056,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/8/2002,NARS_WQX-HI02-0039,NCA Standard Sediment Sample for multiple analysis,NA,"p,p'-DDT",Total,1.11,ng/g,NA,0.77,ng/g,Kawaihae Bay,Estuary,NA,19.98195,-155.845,NAD83,NA,NA,NA,NA,NA,NA
Biological,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Invert Sample,NA,Toxicity sediment survival,NA,100,%,NCA Invertebrate Sediment Toxicity Analysis Method,NA,NA,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,"2,2',3,4',5,5',6-Heptachlorobiphenyl",Total,0.79,ng/g,NA,0.69,ng/g,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,Organic carbon,Total,0.55,%,NA,-99,%,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/6/2002,NARS_WQX-HI02-0044,NCA Standard Sediment Sample for multiple analysis,NA,Zinc,Total,130,ug/g,NA,NULL,ug/g,Pohakumanu Bay,Estuary,NA,19.8725,-155.10333,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0047,NCA Standard Sediment Sample for multiple analysis,NA,Hexachlorobenzene,Total,1.16,ng/g,NA,0.78,ng/g,Hilo Bay,Estuary,NA,19.75028,-155.07195,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0045,NCA Standard Sediment Sample for multiple analysis,NA,Aluminum,Total,34700,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.77222,-155.08362,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0050,NCA Standard Sediment Sample for multiple analysis,NA,"2,2',3,5'-Tetrachlorobiphenyl",Total,0.85,ng/g,NA,0.72,ng/g,Reeds Bay,Estuary,NA,19.7275,-155.06195,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,cis-Chlordane,Total,0.82,ng/g,NA,0.68,ng/g,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0049,NCA Standard Sediment Sample for multiple analysis,NA,Zinc,Total,98.5,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.735,-155.07944,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,Lead,Total,4.8,ug/g,NA,NULL,ug/g,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0046,NCA Standard Sediment Sample for multiple analysis,NA,Nickel,Total,270,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.75639,-155.09056,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,Organic carbon,Total,0.54,%,NA,-99,%,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/8/2002,NARS_WQX-HI02-0043,NCA Standard Sediment Sample for multiple analysis,NA,Chromium,Total,22.2,ug/g,NA,NULL,ug/g,Kua Bay,Estuary,NA,19.81139,-156.00722,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0048,NCA Standard Sediment Sample for multiple analysis,NA,Chromium,Total,357,ug/g,NA,NULL,ug/g,Wailuku River,River/Stream,20010000,19.72333,-155.09833,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/7/2002,NARS_WQX-HI02-0036,NCA Standard Sediment Sample for multiple analysis,NA,Lead,Total,1,ug/g,NA,NULL,ug/g,Keawanui Bay,Estuary,NA,20.11722,-155.88722,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/8/2002,NARS_WQX-HI02-0041,NCA Standard Sediment Sample for multiple analysis,NA,Aluminum,Total,3110,ug/g,NA,NULL,ug/g,Makaiwa Bay,Estuary,NA,19.94333,-155.87,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0047,NCA Standard Sediment Sample for multiple analysis,NA,Organic carbon,Total,0.46,%,NA,-99,%,Hilo Bay,Estuary,NA,19.75028,-155.07195,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0045,NCA Standard Sediment Sample for multiple analysis,NA,Nickel,Total,189,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.77222,-155.08362,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/6/2002,NARS_WQX-HI02-0044,NCA Standard Sediment Sample for multiple analysis,NA,Copper,Total,74.5,ug/g,NA,NULL,ug/g,Pohakumanu Bay,Estuary,NA,19.8725,-155.10333,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0047,NCA Standard Sediment Sample for multiple analysis,NA,Zinc,Total,20.3,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.75028,-155.07195,NAD83,NA,NA,NA,NA,NA,NA
Sediment,NA,6/5/2002,NARS_WQX-HI02-0047,NCA Standard Sediment Sample for multiple analysis,NA,Nickel,Total,2.6,ug/g,NA,NULL,ug/g,Hilo Bay,Estuary,NA,19.75028,-155.07195,NAD83,NA,NA,NA,NA,NA,NA
